41.4,0.19254,0.10659,-0.14467,-0.1741,0.10798,0.1917,-0.091597,-0.20454,0.071479,0.21398
41.5,0.19219,0.10742,-0.14332,-0.17529,0.10479,0.19341,-0.086729,-0.20641,0.064838,0.21565
41.6,0.19184,0.10824,-0.14197,-0.17644,0.1016,0.19503,-0.081849,-0.20812,0.058185,0.21706
41.7,0.19148,0.10906,-0.14062,-0.17756,0.09841,0.19655,-0.07696,-0.20966,0.051527,0.21819
41.8,0.19113,0.10986,-0.13927,-0.17863,0.095214,0.19799,-0.072065,-0.21104,0.044871,0.21906
41.9,0.19078,0.11066,-0.13792,-0.17967,0.092017,0.19934,-0.067168,-0.21225,0.038223,0.21966
42,0.19043,0.11145,-0.13656,-0.18067,0.08882,0.2006,-0.062271,-0.21329,0.03159,0.22001
42.1,0.19008,0.11223,-0.1352,-0.18164,0.085624,0.20178,-0.057378,-0.21418,0.024977,0.2201
42.2,0.18973,0.113,-0.13384,-0.18257,0.082429,0.20287,-0.05249,-0.21491,0.018391,0.21995
42.3,0.18938,0.11377,-0.13248,-0.18346,0.079237,0.20387,-0.047611,-0.21548,0.011838,0.21954
42.4,0.18903,0.11452,-0.13112,-0.18234,0.076049,0.20479,-0.042744,-0.2159,0.0053225,0.2189
42.5,0.18868,0.11527,-0.12976,-0.1831,0.072866,0.20562,-0.03789,-0.21617,-0.001149,0.21802
42.6,0.18834,0.11601,-0.1284,-0.18406,0.069687,0.20638,-0.033053,-0.21628,-0.0075715,0.21691
42.7,0.18799,0.11674,-0.12703,-0.18487,0.066515,0.20705,-0.028235,-0.21625,-0.01394,0.21557
42.8,0.18764,0.11746,-0.12567,-0.18565,0.06335,0.20764,-0.023438,-0.21608,-0.02025,0.21401
42.9,0.18729,0.11818,-0.1243,-0.18639,0.060193,0.20816,-0.018664,-0.21576,-0.026496,0.21223
43,0.18695,0.11888,-0.12294,-0.18711,0.057045,0.2086,-0.013917,-0.21531,-0.032674,0.21025
43.1,0.1866,0.11958,-0.12158,-0.18779,0.053906,0.20896,-0.0091969,-0.21471,-0.038779,0.20806
43.2,0.18625,0.12027,-0.12021,-0.18843,0.050777,0.20924,-0.004507,-0.21399,-0.044808,0.20567
43.3,0.18591,0.12095,-0.11885,-0.18905,0.047659,0.20945,0.00015087,-0.21313,-0.050757,0.20308
43.4,0.18556,0.12163,-0.11749,-0.18964,0.044553,0.20959,0.0047749,-0.21214,-0.056621,0.20031
43.5,0.18522,0.1223,-0.11613,-0.1902,0.041459,0.20965,0.0093633,-0.21103,-0.062396,0.19736
43.6,0.18487,0.12296,-0.11476,-0.19072,0.038377,0.20964,0.013914,-0.20979,-0.068081,0.19424
43.7,0.18453,0.12361,-0.1134,-0.19122,0.03531,0.20957,0.018426,-0.20844,-0.073671,0.19094
43.8,0.18419,0.12425,-0.11204,-0.19169,0.032256,0.20942,0.022897,-0.20696,-0.079163,0.18748
43.9,0.18384,0.12489,-0.11069,-0.19213,0.029217,0.20921,0.027325,-0.20537,-0.084554,0.18387
44,0.1835,0.12552,-0.10933,-0.19254,0.026193,0.20893,0.031709,-0.20367,-0.089841,0.18011
44.1,0.18316,0.12614,-0.10797,-0.19293,0.023185,0.20859,0.036048,-0.20186,-0.095023,0.1762
44.2,0.18282,0.12676,-0.10662,-0.19328,0.020194,0.20818,0.04034,-0.19995,-0.1001,0.17215
44.3,0.18248,0.12737,-0.10527,-0.19361,0.017219,0.20771,0.044584,-0.19793,-0.10506,0.16797
44.4,0.18213,0.12797,-0.10392,-0.19392,0.014262,0.20718,0.048779,-0.19581,-0.10991,0.16366
44.5,0.18179,0.12856,-0.10257,-0.19419,0.011322,0.20658,0.052923,-0.19359,-0.11464,0.15924
44.6,0.18146,0.12915,-0.10122,-0.19445,0.0084009,0.20593,0.057015,-0.19128,-0.11926,0.1547
44.7,0.18112,0.12973,-0.099878,-0.19467,0.0054983,0.20522,0.061054,-0.18888,-0.12376,0.15005
44.8,0.18078,0.1303,-0.098535,-0.19487,0.002615,0.20445,0.065039,-0.18639,-0.12813,0.1453
44.9,0.18044,0.13087,-0.097195,-0.19505,-0.00024881,0.20363,0.068969,-0.18381,-0.13239,0.14046
45,0.1801,0.13143,-0.095857,-0.1952,-0.0030927,0.20275,0.072844,-0.18115,-0.13653,0.13553
45.1,0.17977,0.13198,-0.094522,-0.19533,-0.0059162,0.20182,0.076661,-0.17842,-0.14054,0.13051
45.2,0.17943,0.13253,-0.093189,-0.19543,-0.008719,0.20083,0.080421,-0.1756,-0.14442,0.12542
45.3,0.17909,0.13307,-0.091858,-0.19551,-0.011501,0.1998,0.084123,-0.17271,-0.14818,0.12025
45.4,0.17876,0.13361,-0.090531,-0.19557,-0.014261,0.19871,0.087766,-0.16975,-0.15181,0.11502
45.5,0.17842,0.13413,-0.089206,-0.19561,-0.017,0.19758,0.091349,-0.16672,-0.15532,0.10973
45.6,0.17809,0.13465,-0.087884,-0.19563,-0.019717,0.1964,0.094871,-0.16362,-0.1587,0.10438
45.7,0.17776,0.13517,-0.086565,-0.19562,-0.022411,0.19517,0.098333,-0.16046,-0.16195,0.098982
45.8,0.17742,0.13568,-0.085248,-0.19559,-0.025083,0.1939,0.10173,-0.15724,-0.16507,0.093541
45.9,0.17709,0.13618,-0.083935,-0.19554,-0.027732,0.19258,0.10507,-0.15396,-0.16806,0.088061
46,0.17676,0.13668,-0.082626,-0.19547,-0.030358,0.19121,0.10835,-0.15063,-0.17093,0.082548
46.1,0.17643,0.13717,-0.081319,-0.19538,-0.032961,0.18981,0.11156,-0.14725,-0.17366,0.077007
46.2,0.1761,0.13765,-0.080016,-0.19527,-0.03554,0.18836,0.11471,-0.14381,-0.17627,0.071443
46.3,0.17577,0.13813,-0.078716,-0.19515,-0.038096,0.18688,0.11779,-0.14033,-0.17875,0.06586
